edad,ingresos_mensuales,ahorro_mensual,deudas_mensuales,horizonte_inversion,objetivo_financiero,tolerancia_riesgo,estabilidad_ingresos,conocimiento_inversiones,colchon_seguridad,perfil_riesgo
37,1908.718762578526,716.8192876615178,972.7081240765024,medio plazo,3,2,2,1,n,2
69,2602.850582709161,1189.1700219289596,1283.8469963504776,corto plazo,1,1,1,1,s,2
64,1052.7834889489689,100.0,1194.012368982893,largo plazo,3,2,1,3,s,3
59,2878.362268310265,2059.1565843313947,0.0,medio plazo,2,2,3,4,n,3
33,2888.125963387728,2065.7070953013194,0.0,largo plazo,1,1,3,1,n,2
47,1230.0944975723703,268.68759074853085,0.0,largo plazo,3,1,3,3,n,3
23,2111.57582454567,882.4379107553652,305.44596381112405,medio plazo,2,3,2,2,n,3
39,1466.4315706091224,482.4387681514397,0.0,largo plazo,2,3,3,4,s,5
46,2604.6196924402666,1559.0981777514062,1156.963601228024,medio plazo,1,1,2,3,s,3
21,2430.703053125889,1855.665103757912,0.0,largo plazo,3,3,1,3,n,5
68,1776.5501249685049,1098.723000244666,0.0,corto plazo,3,3,2,2,n,3
18,1746.2499810109448,582.6711976379049,0.0,corto plazo,3,1,1,2,n,3
46,1443.7252047322836,647.661434411742,454.8229693342235,corto plazo,1,2,1,4,n,3
25,2253.94755443586,762.0204063192346,0.0,largo plazo,1,2,3,3,s,4
61,3459.816587468743,2507.784008332179,0.0,largo plazo,2,2,1,1,n,3
23,2283.50729463717,1269.0249812462807,0.0,medio plazo,3,3,1,3,n,5
64,2673.25036065217,1297.302230501023,0.0,largo plazo,2,3,2,2,s,4
21,1611.010407316383,1061.943290298106,0.0,largo plazo,2,2,3,1,s,3
51,2702.663148849478,1876.24015930982,0.0,corto plazo,1,3,2,2,n,3
44,1439.332228532763,651.0954277746971,0.0,largo plazo,1,3,3,1,n,2
35,2391.3898095417467,1829.9302046989412,1092.94541984123,corto plazo,3,3,2,2,s,3
35,1033.1933472994483,100.0,0.0,largo plazo,1,3,3,2,s,3
37,1290.7274809190387,465.0592514503534,0.0,medio plazo,1,2,1,1,s,3
40,876.9119418792884,100.0,0.0,largo plazo,1,2,2,1,s,3
65,1133.2119820688536,1133.2119820688536,857.7961307410669,medio plazo,3,1,3,2,n,2
32,1419.307593680445,208.11996878776316,0.0,medio plazo,2,3,2,2,n,3
22,2635.832149068131,1145.688520403986,0.0,medio plazo,2,3,1,4,s,5
54,1022.065812537502,100.0,0.0,largo plazo,3,2,1,1,n,2
63,2598.908828772335,1351.788282743039,0.0,medio plazo,3,3,1,1,s,4
44,2989.212123327536,1761.8631774162243,0.0,medio plazo,1,1,3,2,s,3
64,2485.693562361612,1564.180708703449,564.0356288216271,medio plazo,2,1,2,1,s,2
69,2253.94755443586,1517.6013444685373,785.4745562297237,largo plazo,1,2,1,2,n,3
56,2781.2829876105093,577.3902870204461,1452.8099298851928,corto plazo,2,2,1,4,s,3
21,2328.1094647031305,2328.1094647031305,0.0,corto plazo,2,3,2,1,n,3
42,2161.0660463117706,785.1179161606233,953.271527007058,corto plazo,3,2,2,4,n,3
31,4844.251229705032,3676.185897555242,0.0,largo plazo,1,2,2,3,s,5
43,1215.2008117501462,155.82172912955298,1042.6492301843705,largo plazo,3,2,3,3,s,3
21,943.4289453955578,100.0,0.0,corto plazo,3,3,2,2,n,3
18,2897.290110638811,2163.1195607517466,765.0450189133975,medio plazo,3,3,3,2,n,3
40,1246.970323038643,570.8358383079237,1242.8494670550087,corto plazo,1,2,1,2,n,2
30,2170.236148377312,1190.870608022235,0.0,corto plazo,3,1,1,2,s,4
25,2027.0160140268424,2027.0160140268424,0.0,medio plazo,2,3,1,2,n,4
67,1944.4938151193096,988.2903973361688,0.0,corto plazo,2,1,3,1,s,2
59,1082.5132921149625,1082.5132921149625,0.0,largo plazo,3,2,3,3,s,4
23,2151.443317177967,1281.4172020902593,0.0,largo plazo,3,1,1,2,n,4
42,1283.3422277650436,1283.3422277650436,978.7887899250042,largo plazo,2,3,3,2,s,3
48,1115.68977273093,1115.68977273093,0.0,corto plazo,2,2,2,4,s,4
24,896.9614452379826,100.0,0.0,largo plazo,3,2,2,3,n,4
22,1252.0031137154097,1252.0031137154097,0.0,medio plazo,2,3,1,4,s,5
52,2725.835236309711,2201.2553618395755,0.0,largo plazo,2,1,3,3,s,4
31,2038.1497036080311,1292.6766291858555,0.0,medio plazo,3,3,1,4,n,5
65,1940.0317204055368,668.4854312782386,1024.5284245878497,medio plazo,2,3,1,1,n,2
34,1359.9275642209154,312.0213640859224,0.0,medio plazo,1,1,1,4,s,4
28,2273.0949998287606,1075.9244137101173,0.0,largo plazo,2,1,2,3,s,5
55,1293.0235356368398,280.42222874822414,0.0,corto plazo,3,3,2,2,n,3
19,2598.908828772335,1691.3617661407432,0.0,largo plazo,1,2,2,2,n,3
30,2825.0091128643994,1834.785536273448,603.5720602385263,medio plazo,1,2,3,1,n,1
27,1004.4077937061109,100.0,1136.0809704943256,medio plazo,2,3,1,4,s,4
48,1830.7476743553268,100.0,0.0,corto plazo,1,3,3,1,s,2
48,2100.114120361673,610.423868575203,0.0,corto plazo,1,1,1,3,s,3
44,5264.271381610685,4663.115636208455,799.2320096037065,largo plazo,2,3,2,1,s,3
57,2650.1766848738325,1996.79608859263,0.0,largo plazo,1,1,1,3,n,3
39,1306.174174475336,1306.174174475336,955.6071795892304,corto plazo,2,3,1,3,n,3
32,1203.0718794284826,440.1983207628198,0.0,largo plazo,1,3,2,1,n,3
67,2726.2915042104373,1185.4536160570874,0.0,corto plazo,2,2,3,1,s,2
61,1897.3962647811584,725.7974979826358,0.0,corto plazo,1,1,2,2,n,2
67,1225.3822972243613,100.0,0.0,corto plazo,3,2,3,4,s,3
23,1169.424370752351,1169.424370752351,0.0,medio plazo,2,2,3,4,n,3
33,2969.660566378365,2969.660566378365,0.0,corto plazo,1,2,1,2,s,4
63,1652.9966094550518,1026.8278746278052,0.0,corto plazo,2,3,3,2,n,2
24,2166.799819429534,806.4482268261067,0.0,corto plazo,3,2,1,4,n,4
24,2752.014662235876,1530.6400804300235,663.7841998097738,medio plazo,1,2,1,4,n,3
45,2205.4151088114945,1031.0738729468071,0.0,largo plazo,1,1,2,3,n,3
55,1145.4585979853923,1145.4585979853923,0.0,largo plazo,1,3,2,1,s,3
24,2161.7583611603386,1077.917546321352,0.0,medio plazo,2,1,1,2,n,3
57,1852.146635430252,1852.146635430252,0.0,medio plazo,1,3,3,2,s,3
59,1733.0853050119952,340.2424744232753,878.0325642898788,corto plazo,3,2,3,4,s,2
54,6890.48456112187,6078.672780997214,0.0,corto plazo,1,1,3,1,n,1
21,947.7711033202788,947.7711033202788,0.0,largo plazo,3,1,2,2,n,4
31,3246.970954956687,1571.320874052774,0.0,medio plazo,2,2,2,3,s,5
67,6675.650186001997,5247.913608720108,840.6566512961404,corto plazo,3,3,2,4,s,4
26,2368.4187671895243,1295.4174946768726,0.0,largo plazo,1,2,1,1,n,3
63,1579.5186707252064,943.8257308149844,661.4487646894977,medio plazo,1,1,2,1,s,2
42,1161.734185210571,100.0,0.0,medio plazo,1,1,1,1,n,1
32,2339.93391080727,2339.93391080727,594.0976157246123,medio plazo,2,2,3,2,s,3
43,1044.557855966452,100.0,855.7004686313875,largo plazo,1,3,3,1,s,1
23,1047.5600779155398,100.0,0.0,corto plazo,3,1,3,2,n,2
47,1783.4144067210304,733.2982846271761,0.0,corto plazo,1,1,3,4,s,3
37,2140.412645685583,761.5729416473823,0.0,corto plazo,2,1,1,3,s,4
32,2108.0148099803628,1196.8046718524192,868.2119763914,largo plazo,1,1,2,4,n,3
61,5294.832920963108,4463.442186830615,238.76573472607248,corto plazo,3,1,1,2,s,3
20,2919.906695740342,2019.079627170734,0.0,largo plazo,2,1,1,2,n,4
25,2761.873990192741,1628.4599303455975,0.0,corto plazo,1,1,2,1,s,3
52,1789.6280287206737,1250.738060547753,0.0,corto plazo,3,3,1,1,s,4
54,1769.9524184980987,1769.9524184980987,0.0,corto plazo,3,1,3,4,s,4
33,1289.512673776583,545.6599015173113,0.0,largo plazo,3,3,1,2,n,5
19,2776.7796987303427,2776.7796987303427,1478.80807270481,corto plazo,3,3,3,3,s,3
18,1303.89311056679,305.201200951088,0.0,medio plazo,3,1,1,2,s,4
47,1293.0235356368398,1293.0235356368398,0.0,largo plazo,1,1,1,2,n,3
18,2444.5282012180705,2444.5282012180705,0.0,corto plazo,3,1,1,2,s,4
52,1612.4952542319145,418.3544280517083,0.0,corto plazo,1,1,2,4,n,3
69,1119.0464029105317,167.18726112420643,0.0,medio plazo,2,3,1,2,s,4
61,1489.3598611300963,888.2041157278661,0.0,medio plazo,3,1,2,3,n,3
38,2926.3588591172,2409.703170655552,0.0,largo plazo,3,3,2,1,n,3
43,1494.2096799659653,482.5883355163626,0.0,corto plazo,3,1,1,4,n,4
24,2603.347867792234,1220.7048522049931,907.4224305300232,medio plazo,1,1,1,2,s,3
20,1937.0341770827563,991.173994797299,0.0,largo plazo,2,3,3,3,s,5
57,2588.3567783655326,1748.684822088461,0.0,corto plazo,1,2,1,1,s,3
20,1783.9428293020194,902.1237249280682,0.0,largo plazo,1,2,3,4,s,4
48,851.3930425843639,851.3930425843639,1494.0879031890006,corto plazo,3,3,2,1,s,3
56,2059.4127722730427,2059.4127722730427,0.0,corto plazo,2,3,2,3,n,3
31,2157.954533470999,1094.1714752610287,399.8844044526048,medio plazo,2,2,1,3,n,4
53,2902.245049220132,2200.632827508696,0.0,largo plazo,2,2,2,1,s,3
50,1697.405881345696,531.7081117959033,0.0,corto plazo,2,3,1,2,s,4
67,5262.768372231863,4337.55501260993,369.2232371429877,medio plazo,2,1,3,1,s,2
40,5522.631869513683,3321.1021499474014,0.0,medio plazo,1,1,2,2,s,3
18,1901.901233568312,100.0,0.0,corto plazo,1,2,3,3,n,2
51,1097.2954947322944,100.0,0.0,medio plazo,3,2,2,1,s,3
21,2588.3567783655326,1324.2072551200083,0.0,corto plazo,1,2,3,2,s,3
20,2961.5049927890136,2961.5049927890136,0.0,corto plazo,2,1,3,1,n,2
21,2829.859264843216,1308.4310627572136,0.0,largo plazo,1,3,2,2,s,5
50,1328.394908386197,278.9215592927944,0.0,largo plazo,1,3,2,4,s,5
23,1179.504295086751,100.0,0.0,largo plazo,2,2,3,3,s,3
69,919.4625357109848,100.0,756.5579820913114,medio plazo,3,2,1,3,s,3
55,2208.0706861736057,1167.431367130186,0.0,corto plazo,3,3,3,1,s,3
24,1107.615377236859,100.0,815.8161750500865,medio plazo,1,3,2,3,n,2
45,1588.0951873640438,295.61305667284523,0.0,corto plazo,1,1,1,2,s,3
59,1142.2623888113408,128.02205776875826,856.1365479014114,corto plazo,3,2,1,1,n,1
23,1289.512673776583,242.5626569894064,0.0,largo plazo,2,1,3,4,s,4
21,2258.773611208728,2258.773611208728,0.0,largo plazo,1,1,3,3,n,3
52,2146.963703843887,2146.963703843887,0.0,medio plazo,1,1,1,4,s,4
57,1241.0409344243085,1241.0409344243085,0.0,largo plazo,2,1,2,1,n,2
60,1287.4782574214858,543.1232191006333,0.0,corto plazo,1,2,2,2,n,2
44,1767.349377383217,1767.349377383217,0.0,medio plazo,2,3,2,1,s,3
53,2089.702434052837,764.2877782538642,0.0,corto plazo,1,1,1,1,s,3
42,1251.8942063882023,1251.8942063882023,596.6422500912169,corto plazo,2,1,2,3,n,2
58,2829.851506308488,869.1204453338953,0.0,corto plazo,2,2,1,3,s,4
18,1131.6605518117608,100.0,0.0,medio plazo,1,2,2,2,n,2
32,2067.4605527552167,1226.351508057159,0.0,corto plazo,3,2,3,3,n,3
19,2598.857174357058,2095.641102925953,1022.6806093415876,largo plazo,2,1,1,2,s,4
46,1922.9342194135263,498.7374763401808,0.0,medio plazo,3,2,3,2,s,3
20,1000.292463285078,1000.292463285078,0.0,largo plazo,2,3,3,2,s,4
44,2781.637822584901,492.9111560317697,478.62114999690016,largo plazo,1,3,3,1,s,2
44,1891.8029263151884,356.3704828091254,0.0,corto plazo,1,1,2,1,n,1
53,946.8648020394044,100.0,0.0,corto plazo,3,1,2,1,s,2
51,979.951314247622,979.951314247622,0.0,largo plazo,3,1,3,4,s,4
35,5793.782620391142,5793.782620391142,0.0,largo plazo,2,1,3,1,n,2
55,1310.3569337580984,100.0,0.0,corto plazo,1,2,3,1,n,1
26,2923.1891282187376,2923.1891282187376,1309.5369368153513,largo plazo,2,3,3,1,n,2
59,1078.96454023349,1078.96454023349,0.0,corto plazo,3,1,2,4,n,3
24,1186.028473324444,351.9053544884314,0.0,largo plazo,3,1,2,4,s,5
49,2744.11696477403,804.2726621294864,563.3725021056839,corto plazo,3,2,3,3,n,2
34,2036.110238008892,100.0,0.0,corto plazo,1,3,2,1,s,2
68,2776.2129996108188,719.5580762075488,0.0,corto plazo,2,3,3,2,s,3
47,2225.095343238529,245.28406410134065,801.5968562461262,medio plazo,1,2,2,3,n,2
26,1908.1942767094013,1908.1942767094013,0.0,medio plazo,1,2,1,2,s,4
42,2467.461949662359,2467.461949662359,0.0,largo plazo,3,1,3,3,n,3
24,1196.3689352604829,420.2765816704221,0.0,largo plazo,2,2,3,2,s,4
63,2495.007969878917,1531.6881801401123,0.0,medio plazo,1,1,1,1,n,2
27,872.5077934516765,872.5077934516765,0.0,largo plazo,1,1,1,1,n,3
20,1328.394908386197,374.4011761740505,0.0,largo plazo,1,3,1,4,s,5
38,2449.0646742973045,1304.5729486333776,0.0,corto plazo,2,1,2,1,n,2
30,2452.7141326081864,1168.9115072744871,0.0,medio plazo,3,2,3,2,s,4
65,1582.1863408333024,650.3610364515276,598.4794776701747,medio plazo,3,1,1,4,n,3
37,2956.957692479348,1457.8710536914969,1460.4338411704498,medio plazo,3,3,1,4,n,4
24,4520.535824462876,3275.443491527721,960.306854705049,medio plazo,2,2,3,4,n,3
60,2808.187505345174,1356.626346625288,0.0,corto plazo,3,2,2,4,n,3
51,6781.398579422035,5881.144533474662,1479.14424444081,corto plazo,1,1,1,1,s,2
56,2471.7029783663693,1594.8407072790988,0.0,largo plazo,2,2,2,4,s,5
36,2115.053657318247,2115.053657318247,0.0,medio plazo,3,3,2,4,s,5
55,1344.875352734255,1344.875352734255,510.6242977739583,medio plazo,1,1,3,4,s,3
19,2567.8030475888745,2567.8030475888745,813.159824298101,medio plazo,2,2,2,4,n,3
45,4034.648874349601,1777.9069255109466,0.0,corto plazo,2,2,1,1,n,2
20,1220.348805314631,100.0,0.0,corto plazo,3,2,1,4,n,3
23,2382.474002969777,1133.4249246321226,0.0,medio plazo,3,1,2,3,n,4
19,1237.345096885768,100.0,790.2336143824365,corto plazo,1,3,2,2,n,2
18,2536.630260687952,1084.861934093623,0.0,largo plazo,2,2,3,1,n,2
50,1490.7006287216377,442.349340060468,0.0,medio plazo,3,1,3,2,s,3
43,1476.5619121929926,283.3548704748312,0.0,largo plazo,2,2,2,2,n,3
33,1203.0718794284826,269.00328217115555,0.0,medio plazo,2,1,1,1,n,2
55,7221.117023865695,6405.400971684455,0.0,largo plazo,3,2,2,2,n,3
55,2461.2659606816296,1448.8383275989445,0.0,medio plazo,3,2,2,3,s,4
50,1746.2499810109448,1130.7066639488216,0.0,largo plazo,2,3,2,3,s,5
68,1209.083584513308,1209.083584513308,373.7943791189813,medio plazo,2,2,1,4,n,3
26,1952.3680731929453,300.0542706135536,400.8037139055002,largo plazo,1,3,1,2,n,3
38,2317.456666254907,1307.0168127655313,0.0,largo plazo,3,3,2,1,n,3
48,3419.04317447876,2679.012712794421,0.0,largo plazo,2,1,1,1,s,3
68,1353.4497882263931,798.2472920824328,0.0,medio plazo,1,3,2,2,s,4
68,1241.0409344243085,100.0,0.0,medio plazo,3,2,1,4,s,4
60,1564.9790631115038,1564.9790631115038,0.0,largo plazo,3,1,2,2,n,3
30,2049.67440747029,2049.67440747029,0.0,largo plazo,3,3,1,2,n,5
29,1108.3005396650274,100.0,0.0,largo plazo,3,3,1,3,n,4
30,7068.142327553516,7068.142327553516,0.0,corto plazo,2,2,2,3,s,4
38,5015.222014415579,4001.723880644367,0.0,largo plazo,1,1,1,1,n,2
48,2560.246424075049,1586.2687413533008,0.0,largo plazo,3,2,1,4,n,5
58,1236.1163055599327,517.889283172897,699.8819044699633,largo plazo,3,2,1,2,s,4
64,1476.5619121929926,684.124789157223,0.0,largo plazo,1,3,3,4,s,4
38,1469.9391655682566,226.50948487107323,291.13083179715073,corto plazo,1,3,1,4,s,4
51,2543.0517430919504,1644.2777641557725,1422.6813649252472,corto plazo,1,3,2,1,n,1
34,2650.1766848738325,1595.169096538502,301.74737392242673,largo plazo,3,3,3,1,n,3
53,1042.0322152876893,339.6125064965728,1359.5235741072036,largo plazo,3,1,3,4,s,3
66,1453.5195131184548,1453.5195131184548,799.7243861898127,largo plazo,3,3,1,3,s,4
64,2991.60947149008,2443.874307225865,0.0,largo plazo,3,1,1,2,s,4
25,1231.2544030429967,192.09831866232756,0.0,medio plazo,3,2,1,1,n,3
34,2027.0160140268424,2027.0160140268424,644.7830493203826,largo plazo,1,1,1,3,n,3
59,1195.9400657646852,1195.9400657646852,0.0,corto plazo,3,1,2,3,s,4
64,1418.8809897848048,119.85655620953662,1172.8304089090834,largo plazo,3,2,1,3,n,2
44,2017.3960606128644,2017.3960606128644,214.4461927380893,largo plazo,3,2,2,4,n,4
59,3840.0222095566896,2670.175269429224,878.0325642898788,medio plazo,3,3,1,2,n,3
46,1187.2217983211322,100.0,0.0,corto plazo,1,3,3,3,n,2
23,2807.959405411883,2156.8459801059453,0.0,corto plazo,2,1,3,1,n,2
63,919.7622904360272,112.71298857034412,0.0,medio plazo,1,2,2,1,n,1
27,868.3394911425517,868.3394911425517,0.0,largo plazo,3,2,2,3,s,5
25,2169.5791430220515,982.8701721993392,682.5460777920438,medio plazo,2,3,3,2,s,3
36,2848.9903834712577,1979.867658702417,0.0,corto plazo,3,3,2,3,n,4
33,2083.939858640755,866.6014842524175,0.0,largo plazo,3,1,3,2,s,4
30,1699.4732166224203,1157.7836234928,0.0,medio plazo,2,2,3,2,n,3
22,921.3606280056184,921.3606280056184,0.0,corto plazo,3,3,3,2,n,3
21,2090.776929527142,775.0661852231462,669.1483354845031,corto plazo,1,1,2,1,n,1
49,1410.1653011050803,710.8971983949893,443.77346795213697,corto plazo,3,2,3,4,s,3
29,2295.12215977794,1304.882164525818,1478.80807270481,largo plazo,1,3,2,3,s,4
25,2148.5182327293214,1313.7484609217602,859.0132940776516,largo plazo,1,3,1,2,n,3
47,2818.005312957292,1831.2962335107247,0.0,medio plazo,2,3,1,3,n,4
24,2635.832149068131,663.1522011717393,0.0,largo plazo,1,3,2,4,n,4
35,1611.010407316383,224.3633365225619,1356.3800347420874,corto plazo,1,1,3,1,s,1
25,1431.2855307469804,301.902182460296,0.0,medio plazo,1,3,1,1,s,3
62,1947.3874889291487,1947.3874889291487,0.0,medio plazo,3,2,1,4,s,5
57,4784.538460510644,4784.538460510644,801.5968562461262,corto plazo,3,1,2,3,s,3
45,1207.6963768484595,100.0,0.0,corto plazo,1,3,1,3,s,3
68,2858.216923649796,1823.2838172109364,0.0,largo plazo,1,2,1,4,n,4
65,2038.1497036080311,800.757151926003,0.0,largo plazo,1,1,2,4,s,4
50,2337.761711239711,1164.9704373156446,1100.2093574971364,corto plazo,2,1,3,3,s,2
58,2274.3676280388745,1399.290976655906,0.0,largo plazo,1,3,1,1,n,3
23,4180.419816481318,2937.370477772717,527.6902869586364,largo plazo,1,1,2,4,s,4
54,963.189611528678,963.189611528678,249.20867479158412,medio plazo,3,3,1,4,n,4
41,2237.717920587325,1351.9861209511928,0.0,medio plazo,2,2,2,3,n,3
31,1776.5501249685049,1124.000068911187,0.0,medio plazo,2,1,2,3,n,3
69,878.5221236222485,100.0,0.0,medio plazo,3,2,3,3,s,3
38,1908.1942767094013,100.0,0.0,largo plazo,3,1,1,1,n,2
67,2505.601912945357,1602.3632160066209,0.0,medio plazo,1,3,3,4,s,4
22,2489.3957274934664,1301.4024318235545,890.2017420289702,corto plazo,2,3,2,2,s,4
64,1195.9400657646852,100.0,663.7841998097738,corto plazo,2,2,2,1,s,1
34,1574.655065719373,616.858006352869,0.0,largo plazo,1,2,2,4,s,5
65,1488.1975878501848,380.5967237551768,0.0,corto plazo,1,3,3,1,n,1
39,2021.5933992633536,885.8642210373744,1182.125522621424,corto plazo,2,1,1,3,n,2
48,2632.5448078235377,1362.717558577839,452.2874072864047,largo plazo,2,2,1,4,n,4
47,2337.761711239711,1235.872613528233,682.5460777920438,medio plazo,2,1,2,4,s,4
48,2929.4487373806232,2015.4045290650588,0.0,corto plazo,3,3,1,1,s,4
69,1797.541006563718,801.3508695564169,0.0,corto plazo,1,1,1,4,s,4
54,1587.1833183805334,1587.1833183805334,0.0,largo plazo,3,2,2,3,s,5
53,2406.1755183190216,1114.5529944370933,0.0,largo plazo,2,1,3,4,n,3
25,1220.2644752062356,563.7657495441043,0.0,largo plazo,3,3,1,2,n,5
40,2205.4151088114945,232.7351609151028,850.7411907469733,largo plazo,1,2,3,4,s,3
48,1120.3824502291072,100.0,0.0,medio plazo,1,2,2,2,n,2
35,2339.93391080727,1782.17677686428,341.6886721698729,medio plazo,1,1,1,4,n,3
25,2650.081470887548,1460.6894395517174,0.0,medio plazo,2,2,2,3,n,4
37,3036.5721699662386,2077.0949393185483,0.0,medio plazo,3,2,3,2,s,4
29,1878.9756854939508,699.6836700034839,373.7943791189813,largo plazo,2,3,2,3,n,4
34,1498.0413126184703,100.0,622.2315355199538,medio plazo,3,3,3,4,n,2
43,1125.0405283929322,531.7667954829482,0.0,medio plazo,1,2,3,1,s,2
41,2573.526529897839,2064.172076583904,0.0,corto plazo,1,2,2,3,n,3
66,2989.212123327536,2289.9440206174445,860.998258291718,largo plazo,1,2,1,3,n,3
60,2036.593315815233,1177.4321195514383,0.0,medio plazo,2,2,1,4,n,4
29,2131.5520967798698,833.4250050068254,0.0,largo plazo,2,3,2,1,s,4
53,1605.501936404074,1104.4158924629387,450.8069127825461,largo plazo,3,1,1,2,n,3
67,1776.5501249685049,100.0,915.6508001808618,largo plazo,1,2,2,3,s,2
44,2281.157163040585,1151.7797592348957,1092.533045215429,medio plazo,3,1,1,3,s,4
55,2217.5577481614114,1534.395870985424,0.0,corto plazo,2,3,2,2,s,4
22,2053.073679982938,564.3390521394176,0.0,largo plazo,1,2,2,2,s,4
38,7020.965354432939,7020.965354432939,0.0,medio plazo,3,3,3,1,s,3
19,1036.8557990983445,100.0,0.0,corto plazo,3,2,2,4,n,3
22,1760.662612194194,316.92728420669914,0.0,medio plazo,1,2,3,4,n,3
33,2821.405440529664,1862.9063885616376,0.0,medio plazo,1,2,1,3,s,5
41,2260.174382742357,1350.7732534301929,626.3742314908407,largo plazo,1,1,3,2,s,3
57,1319.3830799920386,317.23928033915854,0.0,largo plazo,1,2,2,2,n,3
66,4433.699940252772,3190.3268614467493,0.0,largo plazo,2,3,2,1,s,3
49,2969.026593635539,1724.1940531942946,0.0,medio plazo,1,2,2,2,s,4
28,1479.2034117640517,475.9990826984868,0.0,corto plazo,3,3,1,2,s,5
18,2648.491741379253,1540.890877284245,0.0,medio plazo,3,3,1,1,n,3
58,1359.9275642209154,100.0,0.0,corto plazo,2,2,3,1,n,1
18,2535.173807500786,1967.8376280109717,0.0,corto plazo,1,2,2,3,n,3
58,2187.677925320225,726.0441563561462,0.0,corto plazo,1,2,1,3,n,3
19,2136.10274232229,698.1622991040808,0.0,corto plazo,2,2,3,4,s,4
33,2743.452849511323,1963.9290126562828,0.0,corto plazo,3,3,1,4,n,5
52,1311.1114614624455,474.8353848734191,0.0,largo plazo,2,2,3,4,s,4
48,2844.809452843936,1361.9605451576183,637.0057107958341,corto plazo,1,2,2,3,n,2
30,2192.589071083019,1676.7951233026724,0.0,largo plazo,1,2,2,2,n,3
61,2477.787185358532,2477.787185358532,0.0,largo plazo,3,3,3,4,s,5
29,3343.9272213922877,2270.925948879636,0.0,largo plazo,2,1,3,3,s,4
30,2432.8072811426664,2432.8072811426664,0.0,corto plazo,1,2,1,3,n,3
54,1145.4585979853923,100.0,972.7081240765024,corto plazo,3,1,1,2,n,2
58,2861.0983086961696,1638.6433020325435,0.0,medio plazo,2,3,2,1,n,2
30,1621.6379101449022,100.0,0.0,corto plazo,1,3,2,2,n,2
45,2338.929008401836,1074.7794851563117,0.0,largo plazo,1,2,2,2,n,3
32,7064.9167920906975,7064.9167920906975,1488.582251689296,largo plazo,1,1,2,4,n,3
54,871.9616876549774,100.0,0.0,largo plazo,1,1,1,1,n,2
35,2743.452849511323,1525.6896393559923,1358.7796665900737,largo plazo,1,2,1,1,n,2
64,1310.3569337580984,566.5041614988268,0.0,largo plazo,1,2,3,4,n,3
29,1548.7629918869852,804.9102196277136,0.0,largo plazo,3,3,1,4,s,5
67,5665.225140186418,4796.644216358432,0.0,largo plazo,1,3,1,4,n,4
36,7474.49962965068,6056.929667805938,0.0,corto plazo,1,2,2,4,n,3
49,1773.9813473943093,1220.7309128687434,0.0,largo plazo,2,1,3,3,n,3
29,2173.3909661667617,733.6211354991499,0.0,medio plazo,2,1,3,4,s,4
32,879.1237399168641,879.1237399168641,585.2072381883003,largo plazo,3,2,3,3,n,3
50,3088.0508812338744,1838.144947552332,0.0,largo plazo,2,1,2,2,n,3
33,1823.6122609253805,403.0767186764992,0.0,largo plazo,1,1,2,4,s,4
35,1009.073927784194,1009.073927784194,802.401917507915,medio plazo,3,3,3,3,n,3
64,1654.9202377049164,606.0382281636748,0.0,corto plazo,3,1,1,2,s,4
67,2300.543548390786,1420.6238856912205,264.3741435260914,corto plazo,2,2,3,2,n,2
50,807.8365170218565,100.0,480.9611331537876,largo plazo,2,3,2,1,n,2
43,1035.4263166553544,100.0,0.0,largo plazo,2,2,3,4,s,3
61,1972.8485686784848,1183.3981398781664,249.33496626801212,medio plazo,2,2,3,3,n,2
46,1821.587323173659,455.69124425539394,0.0,medio plazo,2,1,2,2,n,3
43,2295.12215977794,1453.7565774591633,1130.35319349487,medio plazo,2,1,1,2,n,2
53,1248.833442215368,745.7963751211228,834.6883674539976,corto plazo,1,1,1,4,n,2
53,4587.7551928730245,3456.404437942152,686.7756188839553,medio plazo,3,3,1,4,n,4
44,2602.850582709161,2602.850582709161,0.0,largo plazo,1,2,1,3,s,5
55,1642.6957505018513,774.561262952134,0.0,medio plazo,3,3,1,3,s,5
35,1052.7834889489689,1052.7834889489689,387.9189112141154,largo plazo,3,2,2,1,s,3
69,1288.116306555144,1288.116306555144,0.0,corto plazo,3,2,2,4,n,3
22,2908.554880574884,2908.554880574884,0.0,largo plazo,2,2,1,2,s,5
55,2033.012957188297,860.2216832642305,0.0,largo plazo,3,1,1,4,s,5
44,1625.6798209957583,142.18966854545693,1096.1679610509163,medio plazo,3,2,2,4,n,2
20,2560.246424075049,1411.384893526897,0.0,medio plazo,1,2,1,4,n,4
44,5815.459094212214,4783.579884621848,0.0,largo plazo,1,3,1,4,n,4
28,6191.1593846690375,4371.596252276139,744.8488765226057,largo plazo,1,1,1,1,s,3
67,1925.9354871992743,1385.7986030430336,0.0,corto plazo,1,2,1,1,s,3
69,2919.906695740342,1863.6799641582215,0.0,largo plazo,2,2,1,3,s,5
44,2904.8406234533654,1438.1905524836905,0.0,corto plazo,3,3,2,4,s,5
41,2317.456666254907,1120.2860801362635,0.0,corto plazo,1,3,2,4,s,4
34,1368.4857050561614,135.0209363716708,0.0,medio plazo,3,3,3,1,s,3
47,1241.0409344243085,100.0,780.039495089364,medio plazo,2,2,3,2,n,1
53,1457.1782155775554,310.8754196267246,787.1109354906981,largo plazo,1,3,1,1,n,2
29,2806.235629278656,1728.5776458594082,0.0,corto plazo,1,3,3,2,s,3
